dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_target_homophily,meta_p_in,meta_p_out,meta_seed,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights
synthetic_h020,sgc,2,0.6833333373069763,0.46666666865348816,0.3166666626930237,0.8864160776138306,1.0673720836639404,1.110111117362976,17,0.060090065002441406,synthetic,0.2,0.020202020202020204,0.04,2,300,1489,0.2102081934184016,
synthetic_h020,appnp,2,0.949999988079071,0.550000011920929,0.38333332538604736,0.492428719997406,1.0566813945770264,1.1291584968566895,33,0.20596909523010254,synthetic,0.2,0.020202020202020204,0.04,2,300,1489,0.2102081934184016,
synthetic_h020,harp,2,1.0,0.4833333194255829,0.46666666865348816,0.0018882981967180967,2.4431638717651367,2.5399930477142334,23,0.2453145980834961,synthetic,0.2,0.020202020202020204,0.04,2,300,1489,0.2102081934184016,"{'low': [0.2729392349720001, 0.2523854374885559, 0.25113070011138916, 0.22354468703269958], 'high': [0.39445218443870544, 0.29297810792922974, 0.3125697076320648]}"
synthetic_h050,mlp,0,0.9333333373069763,0.5333333611488342,0.4722222089767456,0.5135980248451233,1.0687835216522217,1.0398143529891968,10,0.028542280197143555,synthetic,0.5,0.050505050505050504,0.025,0,300,1523,0.5134602757715037,
synthetic_h050,gcn,0,0.9666666388511658,0.6166666746139526,0.5611110925674438,0.2325117290019989,0.9252249598503113,0.8931562900543213,38,0.12359285354614258,synthetic,0.5,0.050505050505050504,0.025,0,300,1523,0.5134602757715037,
synthetic_h050,sgc,0,0.7833333611488342,0.6499999761581421,0.5777778029441833,0.914882481098175,0.9760266542434692,1.0086791515350342,13,0.057692766189575195,synthetic,0.5,0.050505050505050504,0.025,0,300,1523,0.5134602757715037,
synthetic_h050,appnp,0,0.9833333492279053,0.6833333373069763,0.6388888955116272,0.2805401682853699,0.8259289264678955,0.8653651475906372,55,0.3532063961029053,synthetic,0.5,0.050505050505050504,0.025,0,300,1523,0.5134602757715037,
synthetic_h050,harp,0,1.0,0.5833333134651184,0.5555555820465088,0.0004917730111628771,1.778324007987976,2.354494094848633,35,0.37340712547302246,synthetic,0.5,0.050505050505050504,0.025,0,300,1523,0.5134602757715037,"{'low': [0.221205934882164, 0.28864437341690063, 0.2579522728919983, 0.2321973592042923], 'high': [0.39135774970054626, 0.300128310918808, 0.3085138499736786]}"
synthetic_h050,mlp,1,1.0,0.550000011920929,0.5111111402511597,0.16360734403133392,1.1598339080810547,1.0809457302093506,18,0.04008793830871582,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,
synthetic_h050,gcn,1,1.0,0.6833333373069763,0.5833333134651184,0.2277238368988037,0.9371742010116577,0.8827295899391174,34,0.12117576599121094,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,
synthetic_h050,sgc,1,0.9833333492279053,0.6833333373069763,0.6388888955116272,0.32152259349823,0.8374015092849731,0.8091602921485901,113,0.19463872909545898,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,
synthetic_h050,appnp,1,1.0,0.6833333373069763,0.6555555462837219,0.3416130244731903,0.8544871807098389,0.7866066694259644,39,0.24717497825622559,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,
synthetic_h050,harp,1,1.0,0.7333333492279053,0.6388888955116272,0.022933678701519966,1.073053002357483,1.0719408988952637,12,0.2068347930908203,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,"{'low': [0.24997325241565704, 0.24508868157863617, 0.25836053490638733, 0.24657760560512543], 'high': [0.37271296977996826, 0.3172531723976135, 0.3100338578224182]}"
synthetic_h050,mlp,2,0.9833333492279053,0.550000011920929,0.47777777910232544,0.3718995451927185,0.9399285912513733,1.0320711135864258,12,0.06432414054870605,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,
synthetic_h050,gcn,2,0.9166666865348816,0.7666666507720947,0.6666666865348816,0.2828349471092224,0.7213219404220581,0.8081398606300354,31,0.12359786033630371,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,
synthetic_h050,sgc,2,0.9333333373069763,0.699999988079071,0.6388888955116272,0.4021819829940796,0.7556310892105103,0.80762779712677,92,0.17322921752929688,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,
synthetic_h050,appnp,2,1.0,0.6833333373069763,0.5888888835906982,0.21788279712200165,0.7378732562065125,0.8624251484870911,53,0.29339003562927246,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,
synthetic_h050,harp,2,1.0,0.6000000238418579,0.5555555820465088,0.04054274782538414,0.9129693508148193,1.19589102268219,10,0.2023332118988037,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,"{'low': [0.24356822669506073, 0.26459574699401855, 0.24868141114711761, 0.2431546002626419], 'high': [0.36880627274513245, 0.3117978870868683, 0.3193957805633545]}"
synthetic_h080,mlp,0,0.9333333373069763,0.5333333611488342,0.4722222089767456,0.5135980248451233,1.0687835216522217,1.0398143529891968,10,0.030020952224731445,synthetic,0.8,0.08080808080808081,0.009999999999999998,0,300,1547,0.8138332255979315,
synthetic_h080,gcn,0,1.0,1.0,0.9944444298744202,0.08308970183134079,0.14855308830738068,0.1399756371974945,18,0.10046672821044922,synthetic,0.8,0.08080808080808081,0.009999999999999998,0,300,1547,0.8138332255979315,
synthetic_h080,sgc,0,1.0,0.9833333492279053,0.9611111283302307,0.05029851943254471,0.11553207039833069,0.14027006924152374,160,0.22719883918762207,synthetic,0.8,0.08080808080808081,0.009999999999999998,0,300,1547,0.8138332255979315,
synthetic_h080,appnp,0,1.0,0.9833333492279053,0.9555555582046509,0.005000309552997351,0.09048163890838623,0.10451731085777283,151,0.4856131076812744,synthetic,0.8,0.08080808080808081,0.009999999999999998,0,300,1547,0.8138332255979315,
synthetic_h080,harp,0,1.0,0.8833333253860474,0.8611111044883728,0.00045261590275913477,0.40847712755203247,0.4665566682815552,25,0.2788889408111572,synthetic,0.8,0.08080808080808081,0.009999999999999998,0,300,1547,0.8138332255979315,"{'low': [0.1943763792514801, 0.26745495200157166, 0.2698969841003418, 0.26827168464660645], 'high': [0.3439035415649414, 0.31865134835243225, 0.33744511008262634]}"
synthetic_h080,mlp,1,1.0,0.550000011920929,0.5111111402511597,0.16360734403133392,1.1598339080810547,1.0809457302093506,18,0.040049076080322266,synthetic,0.8,0.08080808080808081,0.009999999999999998,1,300,1491,0.8034875922199866,
synthetic_h080,gcn,1,1.0,1.0,0.9722222089767456,0.0012977372389286757,0.00711398059502244,0.06462670862674713,87,0.20382404327392578,synthetic,0.8,0.08080808080808081,0.009999999999999998,1,300,1491,0.8034875922199866,
synthetic_h080,sgc,1,1.0,1.0,0.9666666388511658,0.05364544317126274,0.08432964980602264,0.133135586977005,160,0.22516918182373047,synthetic,0.8,0.08080808080808081,0.009999999999999998,1,300,1491,0.8034875922199866,
synthetic_h080,appnp,1,1.0,0.9833333492279053,0.9611111283302307,0.0048130895011126995,0.07615270465612411,0.12105683982372284,154,0.5423505306243896,synthetic,0.8,0.08080808080808081,0.009999999999999998,1,300,1491,0.8034875922199866,
synthetic_h080,harp,1,1.0,0.949999988079071,0.894444465637207,0.006664136424660683,0.2809566259384155,0.3211022615432739,12,0.21430158615112305,synthetic,0.8,0.08080808080808081,0.009999999999999998,1,300,1491,0.8034875922199866,"{'low': [0.21322596073150635, 0.26275891065597534, 0.26210370659828186, 0.2619113624095917], 'high': [0.3460467755794525, 0.3203345537185669, 0.3336186110973358]}"
synthetic_h080,mlp,2,0.9833333492279053,0.550000011920929,0.47777777910232544,0.3718995451927185,0.9399285912513733,1.0320711135864258,12,0.03977251052856445,synthetic,0.8,0.08080808080808081,0.009999999999999998,2,300,1486,0.8048452220726783,
synthetic_h080,gcn,2,1.0,1.0,1.0,0.003476062323898077,0.015495526604354382,0.01848967745900154,49,0.14218783378601074,synthetic,0.8,0.08080808080808081,0.009999999999999998,2,300,1486,0.8048452220726783,
synthetic_h080,sgc,2,1.0,1.0,0.9888888597488403,0.0660628080368042,0.12145207077264786,0.10948361456394196,160,0.21378350257873535,synthetic,0.8,0.08080808080808081,0.009999999999999998,2,300,1486,0.8048452220726783,
synthetic_h080,appnp,2,1.0,1.0,0.9777777791023254,0.019311759620904922,0.09311294555664062,0.10723397135734558,65,0.36264729499816895,synthetic,0.8,0.08080808080808081,0.009999999999999998,2,300,1486,0.8048452220726783,
synthetic_h080,harp,2,1.0,0.9166666865348816,0.8833333253860474,9.322477853856981e-05,0.3413936197757721,0.431440144777298,58,0.44187450408935547,synthetic,0.8,0.08080808080808081,0.009999999999999998,2,300,1486,0.8048452220726783,"{'low': [0.19475805759429932, 0.2638828456401825, 0.2741752862930298, 0.2671838700771332], 'high': [0.31586042046546936, 0.34541434049606323, 0.3387252688407898]}"
