dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_target_homophily,meta_p_in,meta_p_out,meta_seed,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights
synthetic_h050,harp_high,0,1.0,0.4833333194255829,0.44999998807907104,0.02490227110683918,1.6634875535964966,1.745706558227539,14,0.25387072563171387,synthetic,0.5,0.050505050505050504,0.025,0,300,1523,0.5134602757715037,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.36906740069389343, 0.3174286484718323, 0.3135039806365967]}"
synthetic_h050,harp_no_signal,0,1.0,0.5833333134651184,0.5611110925674438,0.00047264707973226905,1.7931101322174072,2.378293514251709,36,0.48076820373535156,synthetic,0.5,0.050505050505050504,0.025,0,300,1523,0.5134602757715037,"{'low': [0.21902726590633392, 0.29088258743286133, 0.25745266675949097, 0.23263753950595856], 'high': [0.39076921343803406, 0.3004016876220703, 0.30882909893989563]}"
synthetic_h050,harp,1,1.0,0.7333333492279053,0.6388888955116272,0.022933678701519966,1.073053002357483,1.0719408988952637,12,0.3195919990539551,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,"{'low': [0.24997325241565704, 0.24508868157863617, 0.25836053490638733, 0.24657760560512543], 'high': [0.37271296977996826, 0.3172531723976135, 0.3100338578224182]}"
synthetic_h050,harp_low,1,1.0,0.699999988079071,0.6333333253860474,0.04400227591395378,0.8968988656997681,0.9299603700637817,10,0.21290349960327148,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,"{'low': [0.2654920518398285, 0.25421929359436035, 0.2454371452331543, 0.23485155403614044], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
synthetic_h050,harp_high,1,0.8333333134651184,0.5666666626930237,0.4833333194255829,0.6092087030410767,1.0242633819580078,1.0091303586959839,2,0.16088533401489258,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.3258734345436096, 0.33712470531463623, 0.3370019197463989]}"
synthetic_h050,harp_no_signal,1,1.0,0.7333333492279053,0.6388888955116272,0.022771958261728287,1.0697344541549683,1.0712755918502808,12,0.2745344638824463,synthetic,0.5,0.050505050505050504,0.025,1,300,1496,0.49732620320855614,"{'low': [0.249601811170578, 0.24556627869606018, 0.25811704993247986, 0.24671489000320435], 'high': [0.3730314075946808, 0.3170838952064514, 0.3098846971988678]}"
synthetic_h050,harp,2,1.0,0.6000000238418579,0.5555555820465088,0.04054274782538414,0.9129693508148193,1.19589102268219,10,0.2513289451599121,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,"{'low': [0.24356822669506073, 0.26459574699401855, 0.24868141114711761, 0.2431546002626419], 'high': [0.36880627274513245, 0.3117978870868683, 0.3193957805633545]}"
synthetic_h050,harp_low,2,1.0,0.6499999761581421,0.5722222328186035,0.0003330130421090871,1.5297162532806396,2.190666913986206,46,0.3658757209777832,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,"{'low': [0.29897457361221313, 0.2440965473651886, 0.23661388456821442, 0.22031499445438385], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
synthetic_h050,harp_high,2,1.0,0.5166666507720947,0.4444444477558136,0.46283817291259766,1.0203858613967896,1.077452540397644,3,0.18891429901123047,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.3251582682132721, 0.3304445445537567, 0.3443971872329712]}"
synthetic_h050,harp_no_signal,2,1.0,0.6166666746139526,0.550000011920929,0.03987779840826988,0.9092532396316528,1.2007532119750977,10,0.28495025634765625,synthetic,0.5,0.050505050505050504,0.025,2,300,1457,0.5126973232669869,"{'low': [0.244962677359581, 0.26267263293266296, 0.24928541481494904, 0.243079274892807], 'high': [0.3685245215892792, 0.3120100200176239, 0.3194654583930969]}"
